date,deaths_new,deaths_bid,deaths_new_dod,deaths_bid_dod,deaths_unvax,deaths_pvax,deaths_fvax,deaths_boost,deaths_tat
9/22/2021,487,161,144,31,76,35,33,0,9
9/23/2021,116,29,148,38,92,25,31,0,4
9/24/2021,250,49,146,34,74,25,47,0,3
9/25/2021,228,36,159,29,87,27,45,0,3
9/26/2021,278,99,127,32,68,28,31,0,5
9/27/2021,258,75,129,17,67,19,43,0,11
9/28/2021,240,71,105,21,50,20,35,0,4
9/29/2021,208,64,124,28,57,15,52,0,4
9/30/2021,192,47,130,30,73,18,39,0,3
10/1/2021,121,28,98,12,52,14,32,0,2
10/2/2021,109,33,131,30,68,12,51,0,2
10/3/2021,118,27,104,23,46,12,46,0,3
10/4/2021,76,15,92,15,45,9,38,0,2
10/5/2021,117,16,97,24,41,12,44,0,3
10/6/2021,105,26,93,23,51,9,33,0,3
10/7/2021,132,26,94,19,49,13,32,0,3
10/8/2021,78,23,89,15,38,9,42,0,3
10/9/2021,74,27,74,14,40,3,31,0,3
10/10/2021,64,14,83,18,39,3,41,0,2
10/11/2021,93,16,81,17,31,8,42,0,4
10/12/2021,103,26,96,22,46,8,42,0,3
10/13/2021,68,12,80,12,38,8,34,0,2
10/14/2021,88,22,65,15,32,10,23,0,3
10/15/2021,89,19,76,16,31,4,41,0,3
10/16/2021,88,26,72,12,28,5,39,0,3
10/17/2021,63,11,72,8,35,7,30,0,4
10/18/2021,72,9,69,17,32,5,32,0,3
10/19/2021,69,11,84,19,42,4,38,0,3
10/20/2021,76,14,64,17,27,7,30,0,3
10/21/2021,96,21,60,17,27,4,29,0,3
10/22/2021,78,17,71,11,29,4,38,0,3
10/23/2021,42,10,63,10,26,8,29,0,3
10/24/2021,46,12,58,16,26,6,26,0,3
10/25/2021,92,11,70,14,30,6,34,0,3
10/26/2021,84,20,55,10,20,1,34,0,4
10/27/2021,98,32,66,11,29,3,34,0,3
10/28/2021,95,24,55,8,22,0,33,0,3
10/29/2021,63,8,59,15,28,3,28,0,3
10/30/2021,44,4,58,15,22,3,33,0,3
10/31/2021,36,7,37,9,19,0,18,0,3
11/1/2021,63,18,57,11,14,4,39,0,3
11/2/2021,70,15,48,5,21,3,24,0,3
11/3/2021,46,8,55,8,19,1,35,0,2
11/4/2021,64,16,51,11,15,4,32,0,3
11/5/2021,47,4,58,5,20,5,32,1,3
11/6/2021,54,12,42,10,21,1,20,0,3
11/7/2021,35,5,59,15,24,1,33,1,2
11/8/2021,58,8,53,7,26,3,24,0,3
11/9/2021,78,19,52,13,22,2,27,1,3
11/10/2021,59,10,40,4,20,0,20,0,3
11/11/2021,49,14,49,6,20,1,27,1,4
11/12/2021,41,8,48,12,17,3,28,0,3
11/13/2021,55,11,44,9,15,1,28,0,4
11/14/2021,45,12,38,9,14,3,21,0,3
11/15/2021,53,11,44,9,16,2,24,2,3
11/16/2021,40,7,46,7,11,3,32,0,3
11/17/2021,68,12,61,12,21,2,36,2,3
11/18/2021,55,9,35,6,13,2,20,0,2
11/19/2021,45,7,45,4,24,2,18,1,2
11/20/2021,41,6,38,11,17,1,20,0,3
11/21/2021,24,6,46,12,17,1,28,0,3
11/22/2021,63,13,41,12,17,0,24,0,3
11/23/2021,47,10,49,12,18,3,28,0,3
11/24/2021,37,9,43,9,13,0,30,0,3
11/25/2021,48,10,50,10,21,1,27,1,3
11/26/2021,45,10,43,2,12,2,29,0,3
11/27/2021,40,8,46,9,19,1,25,1,2
11/28/2021,29,6,38,9,11,3,24,0,3
11/29/2021,61,15,41,5,16,0,24,1,3
11/30/2021,55,8,34,8,10,0,22,2,3
12/1/2021,49,12,31,6,10,2,19,0,3
12/2/2021,47,12,44,12,12,2,30,0,2
12/3/2021,17,4,46,11,16,3,27,0,2
12/4/2021,36,8,42,8,16,2,24,0,3
12/5/2021,40,10,38,4,15,0,22,1,3
12/6/2021,38,8,42,7,13,0,29,0,3
12/7/2021,66,9,36,6,13,0,23,0,2
12/8/2021,28,4,37,7,14,2,21,0,2
12/9/2021,41,6,29,6,9,1,18,1,2
12/10/2021,44,10,30,6,13,1,16,0,3
12/11/2021,31,7,25,6,8,1,16,0,3
12/12/2021,17,3,29,4,9,0,20,0,3
12/13/2021,29,8,31,3,15,0,16,0,3
12/14/2021,48,12,33,3,12,1,19,1,3
12/15/2021,33,4,28,3,9,2,17,0,3
12/16/2021,37,4,27,7,13,0,13,1,2
12/17/2021,18,1,44,7,11,1,32,0,3
12/18/2021,29,7,37,10,14,1,22,0,3
12/19/2021,19,4,34,5,13,1,20,0,2
12/20/2021,43,8,41,3,15,2,24,0,3
12/21/2021,57,5,29,8,7,1,21,0,3
12/22/2021,30,7,19,4,7,0,10,2,2
12/23/2021,44,10,30,4,12,0,18,0,3
12/24/2021,25,5,26,5,8,1,17,0,3
12/25/2021,25,4,23,3,6,2,15,0,2
12/26/2021,19,3,17,3,6,1,10,0,3
12/27/2021,35,6,28,4,13,0,12,3,4
12/28/2021,23,4,31,5,14,0,16,1,3
12/29/2021,36,2,28,6,16,0,12,0,3
12/30/2021,34,11,27,4,15,2,10,0,2
12/31/2021,25,4,17,3,9,1,7,0,2
1/1/2022,26,3,26,6,12,0,14,0,3
1/2/2022,19,4,18,4,5,0,12,1,3
1/3/2022,28,4,20,2,5,0,12,3,3
1/4/2022,31,9,16,7,8,0,7,1,3
1/5/2022,18,3,27,3,10,1,14,2,2
1/6/2022,19,4,16,2,7,0,9,0,3
1/7/2022,16,2,13,2,6,0,7,0,2
1/8/2022,11,2,18,4,3,1,14,0,3
1/9/2022,23,4,17,6,6,1,8,2,3
1/10/2022,18,2,12,2,5,0,7,0,2
1/11/2022,27,9,9,1,5,0,4,0,4
1/12/2022,15,6,19,1,5,0,13,1,2
1/13/2022,12,0,21,4,11,1,8,1,2
1/14/2022,12,2,11,0,4,1,6,0,2
1/15/2022,19,6,16,2,7,2,6,1,3
1/16/2022,12,0,14,4,8,0,3,3,1
1/17/2022,16,2,13,0,5,0,7,1,4
1/18/2022,9,0,12,2,3,0,8,1,2
1/19/2022,13,3,11,2,3,0,8,0,4
1/20/2022,22,5,16,2,5,1,10,0,4
1/21/2022,16,2,10,3,3,0,7,0,2
1/22/2022,14,0,8,1,4,0,4,0,2
1/23/2022,9,1,14,1,3,0,9,2,2
1/24/2022,10,1,12,3,5,0,7,0,2
1/25/2022,16,3,5,1,2,0,2,1,3
1/26/2022,12,2,12,3,5,0,7,0,3
1/27/2022,10,3,11,5,5,2,4,0,3
1/28/2022,12,1,13,2,8,0,2,3,2
1/29/2022,5,3,9,1,4,0,4,1,3
1/30/2022,8,1,8,1,3,0,5,0,2
1/31/2022,13,4,8,3,2,1,4,1,3
2/1/2022,7,1,12,2,4,1,7,0,3
2/2/2022,7,2,12,6,3,0,8,1,4
2/3/2022,8,0,7,2,5,0,2,0,2
2/4/2022,11,4,13,5,6,0,6,1,3
2/5/2022,14,9,11,2,2,1,6,2,4
2/6/2022,9,2,19,7,6,2,9,2,4
2/7/2022,9,2,16,7,4,0,9,3,3
2/8/2022,13,3,20,5,8,0,9,3,2
2/9/2022,9,4,16,9,6,1,6,3,4
2/10/2022,10,1,24,10,9,0,12,3,3
2/11/2022,24,9,27,16,12,1,13,1,3
2/12/2022,15,5,29,9,8,1,13,7,4
2/13/2022,11,5,36,10,9,1,19,7,2
2/14/2022,24,11,37,14,14,2,16,5,3
2/15/2022,31,10,35,13,16,0,12,7,3
2/16/2022,21,9,43,17,13,3,26,1,4
2/17/2022,39,17,44,17,12,2,24,6,4
2/18/2022,36,11,55,22,21,1,30,3,4
2/19/2022,34,12,45,18,20,0,21,4,3
2/20/2022,37,10,48,16,14,0,29,5,3
2/21/2022,43,13,44,12,12,3,23,6,3
2/22/2022,43,20,56,23,14,1,34,7,4
2/23/2022,55,23,55,16,23,1,21,10,3
2/24/2022,46,17,61,19,18,3,34,6,3
2/25/2022,57,14,52,21,15,1,33,3,3
2/26/2022,43,13,64,25,27,2,26,9,3
2/27/2022,39,17,65,17,14,3,32,16,4
2/28/2022,75,20,62,18,18,0,33,11,4
3/1/2022,78,34,78,26,19,1,48,10,3
3/2/2022,115,36,78,21,27,1,37,13,3
3/3/2022,86,28,80,21,29,2,40,9,2
3/4/2022,78,22,78,32,23,4,38,13,2
3/5/2022,67,23,79,30,21,5,33,20,2
3/6/2022,55,16,77,23,22,2,38,15,2
3/7/2022,77,26,78,18,26,1,33,18,3
3/8/2022,79,19,75,22,23,1,37,14,3
3/9/2022,113,41,90,33,35,2,32,21,3
3/10/2022,70,19,86,21,21,0,42,23,3
3/11/2022,76,21,75,20,22,1,39,13,3
3/12/2022,77,23,113,30,33,2,55,23,3
3/13/2022,87,25,92,27,28,1,38,25,2
3/14/2022,92,32,89,27,32,3,37,17,2
3/15/2022,95,23,76,27,19,2,41,14,3
3/16/2022,105,29,79,23,22,3,36,18,3
3/17/2022,86,35,71,25,30,2,24,15,3
3/18/2022,59,13,65,13,20,3,29,13,2
3/19/2022,85,23,64,26,17,2,32,13,3
3/20/2022,71,26,67,20,24,2,23,18,2
3/21/2022,63,21,54,11,18,1,17,18,2
3/22/2022,73,25,66,20,20,1,27,18,2
3/23/2022,65,15,52,7,16,1,21,14,2
3/24/2022,64,18,53,13,22,3,18,10,2
3/25/2022,52,15,42,9,12,0,18,12,2
3/26/2022,34,8,47,10,15,0,22,10,2
3/27/2022,38,6,50,12,20,1,19,10,2
3/28/2022,54,16,50,13,11,1,26,12,2
3/29/2022,64,14,33,8,14,0,11,8,2
3/30/2022,33,11,35,8,7,1,17,10,2
3/31/2022,44,8,41,10,11,2,19,9,3
4/1/2022,30,5,41,14,16,0,18,7,2
4/2/2022,56,11,24,3,7,1,13,3,2
4/3/2022,30,11,30,6,13,0,12,5,2
4/4/2022,28,7,31,11,18,0,8,5,2
4/5/2022,33,10,26,8,8,1,11,6,2
4/6/2022,32,9,23,2,9,1,8,5,2
4/7/2022,36,9,19,1,1,1,11,6,2
4/8/2022,31,6,13,2,4,1,4,4,2
4/9/2022,21,0,18,5,8,1,5,4,3
4/10/2022,12,4,16,2,5,1,6,4,3
4/11/2022,19,3,22,6,9,1,8,4,3
4/12/2022,30,6,17,7,5,0,8,4,3
4/13/2022,22,6,14,4,1,0,9,4,2
4/14/2022,18,5,17,5,8,1,3,5,2
4/15/2022,16,5,18,9,5,0,7,6,3
4/16/2022,12,6,11,4,4,0,7,0,2
4/17/2022,12,8,7,2,4,0,0,3,3
4/18/2022,16,4,13,4,3,0,5,5,3
4/19/2022,12,1,7,3,3,0,3,1,2
4/20/2022,16,8,9,2,3,0,4,2,2
4/21/2022,5,4,11,0,3,3,3,2,3
4/22/2022,12,2,9,0,3,0,5,1,1
4/23/2022,9,2,8,1,4,0,2,2,3
4/24/2022,8,0,8,2,4,0,1,3,2
4/25/2022,8,2,5,2,2,0,2,1,3
4/26/2022,13,1,8,0,4,0,3,1,3
4/27/2022,6,4,8,1,3,1,3,1,3
4/28/2022,10,1,9,3,4,0,2,3,2
4/29/2022,6,0,4,1,0,0,2,2,1
4/30/2022,5,0,4,1,1,0,0,3,3
5/1/2022,3,1,8,2,2,1,4,1,3
5/2/2022,5,1,3,0,2,0,1,0,2
5/3/2022,9,5,3,0,1,0,1,1,3
5/4/2022,3,0,6,2,3,0,3,0,3
5/5/2022,2,0,4,4,0,0,3,1,2
5/6/2022,7,2,1,0,1,0,0,0,3
5/7/2022,3,0,3,2,2,1,0,0,3
5/8/2022,4,3,4,2,2,0,0,2,6
5/9/2022,1,0,6,1,2,0,2,2,2
5/10/2022,6,3,5,0,2,0,1,2,2
5/11/2022,8,3,6,1,1,0,5,0,2
5/12/2022,4,0,6,3,4,0,2,0,2
5/13/2022,5,1,4,0,1,0,1,2,3
5/14/2022,5,1,3,1,2,0,1,0,3
5/15/2022,3,1,5,3,1,0,1,3,2
5/16/2022,5,1,4,0,0,0,3,1,2
5/17/2022,3,2,1,0,0,0,1,0,2
5/18/2022,7,3,6,1,0,0,1,5,3
5/19/2022,3,2,4,0,0,0,1,3,7
5/20/2022,5,0,3,0,0,0,1,2,2
5/21/2022,3,0,0,0,0,0,0,0,2
5/22/2022,2,1,2,0,0,0,0,2,3
5/23/2022,2,0,4,1,0,0,3,1,4
5/24/2022,2,0,5,0,2,0,1,2,1
5/25/2022,6,0,2,0,0,1,0,1,2
5/26/2022,3,0,4,3,2,0,2,0,2
5/27/2022,2,1,4,0,0,0,3,1,3
5/28/2022,2,1,3,1,2,0,0,1,2
5/29/2022,5,1,4,3,1,0,1,2,2
5/30/2022,4,1,5,1,3,0,2,0,3
5/31/2022,7,3,2,0,0,0,1,1,2
6/1/2022,2,1,8,3,1,0,2,5,1
6/2/2022,2,0,5,2,1,0,3,1,4
6/3/2022,1,0,4,3,1,0,2,1,1
6/4/2022,5,2,4,2,1,0,1,2,3
6/5/2022,2,1,0,0,0,0,0,0,3
6/6/2022,2,1,3,1,0,0,2,1,4
6/7/2022,9,4,2,1,0,0,0,2,4
6/8/2022,6,3,5,2,1,0,0,4,6
6/9/2022,3,2,1,0,1,0,0,0,3
6/10/2022,1,1,3,0,0,0,2,1,2
6/11/2022,2,0,4,1,2,0,0,2,2
6/12/2022,1,0,0,0,0,0,0,0,2
6/13/2022,4,1,6,2,1,0,2,3,5
6/14/2022,4,1,3,2,0,0,0,3,3
6/15/2022,5,1,1,1,1,0,0,0,2
6/16/2022,5,3,2,0,0,0,2,0,3
6/17/2022,1,0,0,0,0,0,0,0,3
6/18/2022,1,0,0,0,0,0,0,0,2
6/19/2022,0,0,5,0,2,0,1,2,0
6/20/2022,3,0,2,0,0,0,1,1,1
6/21/2022,2,0,3,2,1,0,1,1,1
6/22/2022,4,1,1,1,0,0,0,1,3
6/23/2022,1,1,1,1,0,0,0,1,9
6/24/2022,3,2,4,0,2,0,1,1,3
6/25/2022,0,0,4,0,1,0,3,0,0
6/26/2022,1,0,5,0,3,0,1,1,1
6/27/2022,8,1,5,1,1,0,1,3,2
6/28/2022,4,1,3,0,0,0,1,2,1
6/29/2022,5,1,3,0,0,0,1,2,3
6/30/2022,2,0,3,1,1,0,0,2,3
7/1/2022,6,0,8,0,2,1,3,2,2
7/2/2022,0,0,4,0,2,0,1,1,0
7/3/2022,5,0,5,1,1,0,2,2,2
7/4/2022,8,0,4,2,0,0,1,3,2
7/5/2022,3,1,6,3,1,0,2,3,4
7/6/2022,5,2,7,1,1,0,3,3,3
7/7/2022,3,2,6,2,1,0,2,3,3
7/8/2022,6,2,5,1,1,0,3,1,2
7/9/2022,8,0,7,3,2,0,1,4,2
7/10/2022,2,0,9,3,2,0,1,6,2
7/11/2022,5,2,7,1,0,0,3,4,2
7/12/2022,3,1,11,3,1,0,6,4,2
7/13/2022,9,2,8,2,2,0,4,2,3
7/14/2022,8,2,5,1,0,0,3,2,2
7/15/2022,8,1,8,3,2,0,3,3,2
7/16/2022,4,1,5,2,2,0,1,2,2
7/17/2022,7,3,12,4,2,0,3,7,2
7/18/2022,7,3,9,3,2,0,4,3,3
7/19/2022,8,1,9,1,3,1,2,3,3
7/20/2022,8,5,10,1,3,0,6,1,3
7/21/2022,10,5,10,4,1,0,1,8,3
7/22/2022,14,3,6,1,1,0,4,1,3
7/23/2022,9,1,9,4,2,0,6,1,2
7/24/2022,3,2,5,0,1,1,0,3,2
7/25/2022,9,3,11,5,4,1,2,4,3
7/26/2022,9,3,9,1,4,0,1,4,3
7/27/2022,10,4,4,1,2,0,2,0,2
7/28/2022,4,1,6,2,1,0,1,4,2
7/29/2022,10,1,9,2,1,0,2,6,3
7/30/2022,4,1,11,4,2,1,2,6,3
7/31/2022,9,4,8,1,1,0,4,3,2
8/1/2022,8,2,11,4,5,0,4,2,2
8/2/2022,8,2,5,1,2,0,1,2,3
8/3/2022,10,1,7,2,1,0,4,2,2
8/4/2022,8,4,8,0,3,0,0,5,3
8/5/2022,6,3,14,3,3,0,4,7,2
8/6/2022,11,1,10,3,2,0,2,6,2
8/7/2022,6,0,7,3,2,0,2,3,2
8/8/2022,6,1,9,3,1,1,2,5,2
8/9/2022,12,3,9,3,3,0,2,4,3
8/10/2022,12,6,4,1,1,0,0,3,4
8/11/2022,10,2,9,2,3,0,1,5,2
8/12/2022,4,1,11,0,3,0,5,3,2
8/13/2022,10,1,14,3,4,0,4,6,2
8/14/2022,5,0,10,1,2,0,4,4,2
8/15/2022,8,2,4,2,1,0,1,2,3
8/16/2022,9,1,7,0,2,0,3,2,3
8/17/2022,15,4,5,3,2,0,1,2,3
8/18/2022,7,1,10,2,4,0,3,3,4
8/19/2022,6,0,11,0,2,1,5,3,3
8/20/2022,6,1,12,6,4,0,6,2,1
8/21/2022,9,0,7,1,3,0,3,1,2
8/22/2022,10,3,4,0,2,0,0,2,2
8/23/2022,11,3,5,1,2,0,1,2,4
8/24/2022,11,5,4,1,1,0,1,2,4
8/25/2022,8,1,1,0,0,0,1,0,3
8/26/2022,6,3,2,0,0,0,0,2,3
8/27/2022,5,1,7,2,2,0,2,3,156
8/28/2022,2,0,5,0,1,0,2,2,1
8/29/2022,8,0,10,3,3,0,2,5,2
8/30/2022,4,1,8,3,1,0,3,4,3
8/31/2022,6,1,6,1,2,0,2,2,3
9/1/2022,9,3,7,0,3,0,3,1,3
9/2/2022,9,3,4,1,2,0,1,1,3
9/3/2022,9,2,4,0,0,0,1,3,2
9/4/2022,2,0,6,3,4,0,1,1,3
9/5/2022,4,1,3,0,1,0,0,2,3
9/6/2022,6,1,7,0,1,1,1,4,3
9/7/2022,7,2,8,1,3,0,2,3,3
9/8/2022,8,1,1,0,1,0,0,0,2
9/9/2022,4,0,5,1,4,0,0,1,2
9/10/2022,3,0,1,1,0,0,0,1,3
9/11/2022,3,1,9,1,5,0,3,1,4
9/12/2022,5,1,3,0,1,0,1,1,3
9/13/2022,6,0,8,4,3,0,2,3,2
9/14/2022,5,2,5,3,0,0,3,2,3
9/15/2022,3,0,1,0,1,0,0,0,168
9/16/2022,6,2,6,3,0,0,0,6,3
9/17/2022,3,2,7,3,4,0,2,1,3
9/18/2022,4,1,6,0,2,0,3,1,2
9/19/2022,5,1,6,2,1,0,2,3,2
9/20/2022,7,2,4,1,2,0,0,2,3
9/21/2022,6,1,6,1,4,0,1,1,2
9/22/2022,12,7,1,1,0,0,1,0,3
9/23/2022,3,1,6,0,2,0,2,2,2
9/24/2022,3,1,6,1,1,0,3,2,3
9/25/2022,2,0,1,0,0,0,0,1,3
9/26/2022,7,0,4,1,3,0,1,0,3
9/27/2022,6,1,3,0,1,0,0,2,3
9/28/2022,2,0,3,1,1,0,0,2,6
9/29/2022,4,0,2,1,1,0,1,0,2
9/30/2022,5,1,2,1,2,0,0,0,2
10/1/2022,0,0,4,1,2,0,1,1,0
10/2/2022,1,1,4,2,2,0,0,2,4
10/3/2022,5,2,2,0,1,0,0,1,3
10/4/2022,5,1,2,0,1,0,1,0,3
10/5/2022,2,2,4,1,2,0,1,1,3
10/6/2022,4,0,3,1,1,0,0,2,20
10/7/2022,3,0,5,1,2,0,2,1,2
10/8/2022,4,1,4,0,1,0,0,3,2
10/9/2022,2,1,2,0,0,0,0,2,3
10/10/2022,3,0,4,0,0,0,2,2,2
10/11/2022,3,0,2,1,0,0,1,1,1
10/12/2022,1,0,1,0,1,0,0,0,2
10/13/2022,3,0,4,2,0,0,2,2,6
10/14/2022,5,1,2,1,0,0,0,2,4
10/15/2022,0,0,7,3,4,0,1,2,0
10/16/2022,2,1,4,0,2,0,0,2,4
10/17/2022,6,5,2,0,1,0,1,0,3
10/18/2022,3,0,3,1,1,0,1,1,2
10/19/2022,3,1,5,2,1,0,1,3,4
10/20/2022,8,1,2,0,1,0,0,1,4
10/21/2022,3,1,7,4,2,0,2,3,2
10/22/2022,4,2,1,0,0,0,0,1,2
10/23/2022,0,0,6,2,1,0,3,2,0
10/24/2022,3,1,2,1,0,0,2,0,3
10/25/2022,5,1,1,0,0,0,1,0,4
10/26/2022,6,3,3,2,0,0,2,1,3
10/27/2022,4,2,2,0,0,0,1,1,1
10/28/2022,1,1,6,1,1,0,1,4,2
10/29/2022,1,0,5,1,0,0,3,2,2
10/30/2022,2,0,7,1,3,0,2,2,2
10/31/2022,9,1,3,1,0,0,3,0,3
11/1/2022,3,1,6,0,1,0,2,3,3
11/2/2022,2,0,4,1,2,0,1,1,2
11/3/2022,11,0,10,2,3,0,3,4,2
11/4/2022,1,0,2,0,0,0,1,1,1
11/5/2022,1,0,7,3,1,0,1,5,2
11/6/2022,5,2,7,2,2,0,5,0,3
11/7/2022,8,2,11,1,2,0,5,4,2
11/8/2022,9,3,5,0,0,0,5,0,3
11/9/2022,10,2,4,0,2,0,1,1,2
11/10/2022,8,0,8,3,2,0,1,5,2
11/11/2022,4,1,8,0,3,0,0,5,3
11/12/2022,9,3,9,1,3,1,2,3,2
11/13/2022,2,0,9,1,1,0,3,5,2
11/14/2022,6,1,5,1,1,0,1,3,2
11/15/2022,12,0,10,1,2,1,4,3,2
11/16/2022,8,3,5,3,1,0,2,2,3
11/17/2022,9,0,6,1,0,0,3,3,3
11/18/2022,5,2,16,5,3,0,2,11,2
11/19/2022,5,1,8,2,3,0,2,3,1
11/20/2022,2,0,8,3,3,0,2,3,2
11/21/2022,14,4,9,2,2,0,4,3,3
11/22/2022,11,7,7,1,1,0,3,3,3
11/23/2022,8,1,8,1,1,0,5,2,2
11/24/2022,8,1,6,1,3,0,1,2,2
11/25/2022,8,2,10,4,4,2,2,2,2
11/26/2022,4,0,9,2,1,0,4,4,3
11/27/2022,4,0,9,1,3,0,0,6,2
11/28/2022,5,2,9,6,2,0,4,3,3
11/29/2022,10,2,9,4,2,1,4,2,3
11/30/2022,17,6,10,2,3,0,4,3,3
12/1/2022,11,2,6,2,2,0,2,2,2
12/2/2022,9,3,5,2,2,0,2,1,3
12/3/2022,6,1,7,4,1,0,2,4,2
12/4/2022,3,2,4,1,3,0,0,1,2
12/5/2022,3,2,5,1,1,0,1,3,4
12/6/2022,16,8,5,1,1,0,2,2,4
12/7/2022,6,0,1,0,0,0,0,1,2
12/8/2022,4,1,11,1,2,0,6,3,3
12/9/2022,6,1,7,2,3,0,2,2,2
12/10/2022,5,1,10,4,4,0,1,5,2
12/11/2022,10,2,5,1,1,0,1,3,2
12/12/2022,6,2,4,1,2,0,1,1,2
12/13/2022,9,3,9,3,3,0,3,3,3
12/14/2022,6,1,6,3,4,0,0,2,2
12/15/2022,3,1,5,1,1,0,4,0,2
12/16/2022,8,3,2,0,0,0,1,1,3
12/17/2022,5,3,8,1,2,0,3,3,3
12/18/2022,6,0,2,0,0,0,1,1,2
12/19/2022,2,0,6,0,3,0,0,3,2
12/20/2022,6,1,6,1,0,0,2,4,3
12/21/2022,7,1,4,2,1,0,0,3,2
12/22/2022,3,0,3,0,2,0,0,1,2
12/23/2022,6,3,3,1,0,0,1,2,2
12/24/2022,1,0,3,0,1,0,1,1,3
12/25/2022,0,0,7,3,2,0,2,3,0
12/26/2022,4,0,3,0,2,0,0,1,2
12/27/2022,6,1,4,1,1,0,1,2,2
12/28/2022,4,1,2,0,0,0,2,0,3
12/29/2022,6,1,5,2,2,0,1,2,2
12/30/2022,1,0,2,0,0,0,0,2,2
12/31/2022,1,0,1,0,1,0,0,0,2
1/1/2023,4,2,3,1,0,0,1,2,3
1/2/2023,1,0,2,1,1,0,1,0,4
1/3/2023,1,0,1,0,0,0,0,1,3
1/4/2023,0,0,4,0,2,0,1,1,0
1/5/2023,7,2,2,0,1,0,0,1,4
1/6/2023,4,1,1,0,0,0,0,1,90
1/7/2023,4,0,4,1,0,0,1,3,4
1/8/2023,1,0,3,1,0,0,0,3,3
1/9/2023,8,1,1,0,0,0,0,1,149
1/10/2023,9,0,5,1,0,0,0,5,22
1/11/2023,9,1,1,0,1,0,0,0,183
1/12/2023,4,2,2,0,0,0,0,2,2
1/13/2023,3,0,1,1,0,0,0,1,3
1/14/2023,0,0,4,2,2,0,0,2,0
1/15/2023,0,0,1,1,1,0,0,0,0
1/16/2023,6,2,3,1,3,0,0,0,2
1/17/2023,5,2,2,0,1,0,1,0,4
1/18/2023,4,1,2,0,1,0,0,1,31
1/19/2023,0,0,1,0,1,0,0,0,0
1/20/2023,7,0,0,0,0,0,0,0,66
1/21/2023,2,0,0,0,0,0,0,0,3
1/22/2023,0,0,2,1,1,0,1,0,0
1/23/2023,0,0,1,1,0,0,1,0,0
1/24/2023,0,0,2,1,0,0,1,1,0
1/25/2023,1,0,2,1,0,0,1,1,3
1/26/2023,3,3,1,0,0,0,0,1,3
1/27/2023,2,0,1,0,1,0,0,0,2
1/28/2023,2,1,1,0,0,0,0,1,2
1/29/2023,0,0,0,0,0,0,0,0,0
1/30/2023,2,0,0,0,0,0,0,0,2
1/31/2023,0,0,0,0,0,0,0,0,0
2/1/2023,0,0,1,0,0,0,0,1,0
2/2/2023,0,0,0,0,0,0,0,0,0
2/3/2023,0,0,0,0,0,0,0,0,0
2/4/2023,1,0,3,1,1,0,1,1,3
2/5/2023,0,0,0,0,0,0,0,0,0
2/6/2023,1,1,0,0,0,0,0,0,2
2/7/2023,2,0,2,0,0,0,1,1,3
2/8/2023,0,0,1,0,1,0,0,0,0
2/9/2023,0,0,2,0,0,1,1,0,0
2/10/2023,4,0,0,0,0,0,0,0,2
2/11/2023,1,0,1,0,0,0,0,1,2
2/12/2023,0,0,2,1,1,0,0,1,0
2/13/2023,1,0,1,0,0,0,1,0,2
2/14/2023,1,0,0,0,0,0,0,0,2
2/15/2023,1,1,0,0,0,0,0,0,3
2/16/2023,0,0,0,0,0,0,0,0,0
2/17/2023,0,0,1,1,0,0,0,1,0
2/18/2023,1,0,1,0,1,0,0,0,5
2/19/2023,1,0,0,0,0,0,0,0,1
2/20/2023,1,1,0,0,0,0,0,0,3
2/21/2023,0,0,0,0,0,0,0,0,0
2/22/2023,0,0,0,0,0,0,0,0,0
2/23/2023,0,0,1,0,0,0,0,1,0
2/24/2023,0,0,1,0,1,0,0,0,0
2/25/2023,0,0,1,0,0,0,0,1,0
2/26/2023,0,0,3,2,0,0,2,1,0
2/27/2023,0,0,0,0,0,0,0,0,0
2/28/2023,1,0,3,0,0,0,1,2,4
3/1/2023,2,1,0,0,0,0,0,0,2
3/2/2023,5,2,0,0,0,0,0,0,4
3/3/2023,0,0,0,0,0,0,0,0,0
3/4/2023,0,0,2,2,2,0,0,0,0
3/5/2023,1,0,0,0,0,0,0,0,5
3/6/2023,0,0,0,0,0,0,0,0,0
3/7/2023,0,0,0,0,0,0,0,0,0
3/8/2023,1,1,1,0,0,0,0,1,4
3/9/2023,0,0,0,0,0,0,0,0,0
3/10/2023,0,0,0,0,0,0,0,0,0
3/11/2023,0,0,2,1,0,0,0,2,0
3/12/2023,1,0,0,0,0,0,0,0,4
3/13/2023,0,0,1,1,0,0,1,0,0
3/14/2023,2,1,1,0,1,0,0,0,3
3/15/2023,1,0,0,0,0,0,0,0,1
3/16/2023,1,1,1,0,0,0,0,1,3
3/17/2023,0,0,2,0,1,0,1,0,0
3/18/2023,0,0,0,0,0,0,0,0,0
3/19/2023,0,0,1,0,0,0,0,1,0
3/20/2023,2,0,0,0,0,0,0,0,2
3/21/2023,0,0,3,0,0,0,1,2,0
3/22/2023,1,0,1,0,0,0,0,1,5
3/23/2023,0,0,0,0,0,0,0,0,0
3/24/2023,3,0,0,0,0,0,0,0,3
3/25/2023,1,0,0,0,0,0,0,0,4
3/26/2023,0,0,1,0,0,0,1,0,0
3/27/2023,2,0,2,1,1,0,1,0,3
3/28/2023,1,0,0,0,0,0,0,0,1
3/29/2023,1,1,0,0,0,0,0,0,2
3/30/2023,0,0,3,0,0,0,1,2,0
3/31/2023,0,0,0,0,0,0,0,0,0
4/1/2023,1,0,2,0,0,0,0,2,2
